File name,User time (m),System time (m),Wall time (m),Maximum set size (Gb),Threads,CPU (%),Confidence
GTDB_time,7.163745993589743,8.228351762820513,6.793485576923077,855.3854478269232,12.0,371.78846153846155,0.00
GTDB_time,6.838294871794871,4.769678685897436,3.785242788461539,855.4630942692307,12.0,414.9519230769231,0.05
GTDB_time,6.5796875,2.671601762820513,1.662681891025641,855.7323506346154,12.0,476.41346153846155,0.10
GTDB_time,6.577589743589744,2.680955929487179,1.6682203525641028,855.3874367115384,12.0,475.2355769230769,0.15
GTDB_time,6.55066185897436,2.6638589743589742,1.6391915064102562,855.3558675576922,12.0,481.78365384615387,0.20
GTDB_time,6.584765224358974,2.6769679487179485,1.6473862179487178,854.9858191153846,12.0,481.9423076923077,0.25
GTDB_time,6.576639423076923,2.683893429487179,1.6407740384615384,854.8619713653845,12.0,484.36538461538464,0.30
GTDB_time,6.571091346153846,2.6670665064102566,1.6405560897435894,855.0695281730768,12.0,483.2019230769231,0.35
GTDB_time,6.531736378205128,2.675243589743589,1.6378421474358975,854.9214025769231,12.0,483.50961538461536,0.40
GTDB_time,6.593791666666666,2.6723237179487187,1.641158653846154,854.6437864807692,12.0,483.97115384615387,0.45
GTDB_time,6.567511217948717,2.6824511217948714,1.639471153846154,854.7551058269231,12.0,483.4567307692308,0.50
GTDB_time,6.613454326923077,2.6774374999999995,1.6452475961538462,854.4513376538462,12.0,484.09615384615387,0.55
GTDB_time,6.58893108974359,2.6955544871794874,1.6544423076923078,854.4736755192307,12.0,481.28846153846155,0.60
GTDB_time,6.606971153846154,2.6821290064102565,1.6470208333333334,854.24369925,12.0,482.4230769230769,0.65
GTDB_time,6.601537660256411,2.6902540064102567,1.646511217948718,854.0181221538461,12.0,483.7451923076923,0.70
GTDB_time,6.559855769230769,2.6832491987179483,1.6454374999999999,853.8762750961539,12.0,482.625,0.75
GTDB_time,6.587286858974358,2.687315705128205,1.6532355769230769,854.1190233269232,12.0,482.0576923076923,0.80
GTDB_time,6.599395032051281,2.682175480769231,1.649318108974359,853.7280958461539,12.0,482.0432692307692,0.85
GTDB_time,6.630102564102563,2.6859423076923075,1.650173878205128,853.5251428076923,12.0,483.8605769230769,0.90
GTDB_time,6.600463942307694,2.680955929487179,1.6422620192307693,853.3157538269231,12.0,484.55288461538464,0.95
GTDB_time,6.6340929487179485,3.089269230769231,2.314267628205128,853.7198845576922,12.0,479.34134615384613,1.00
